car_brand;body_type;condition;num_seats;num_doors;mileage;first_reg;power_kW;transmission;displacement;fuel;fuel_eff;color;seller;brand;model;model_details;price;year_built;num_owners;co2_emission_gpkm;fuel_eff_combi_lpkm;fuel_eff_city_lpkm;fuel_eff_highway_lpkm
skoda;Kombi;Used_cars;5;4;15156;03/2021;81;Manual;999.0;Super95_91;4,5 l/100 km (komb.)5,6 l/100 km (innerorts)3,9 l/100 km (außerorts);White;Retailer;Skoda ;Fabia;Combi Ambition 81kw Kamera Drive125;19850;2021;1;104;4;5;3
skoda;Smallcar;Used_cars;5;5;9750;02/2021;44;Manual;999.0;Super95;4,7 l/100 km (komb.)5,7 l/100 km (innerorts)4,1 l/100 km (außerorts);Blue;Retailer;Skoda ;Fabia;1.0 MPI Clever Klimaa., Sitzhzg.,Smart Link PDC, F;15330;2021;1;106;4;5;4
skoda;SUV;One_day_registered_cars;5;5;50;03/2021;70;Manual;999.0;Super95_91;5,1 l/100 km (komb.)6,5 l/100 km (innerorts)4,2 l/100 km (außerorts);Grey;Retailer;Skoda ;Kamiq;1.0 TSI ACTIVE PLUS LED DAB TEMPOMAT KLIMA START/;19990;2021;1;121;5;6;4
skoda;Limousine;Used_cars;5;5;5000;06/2021;44;Manual;999.0;Super95;4,9 l/100 km (komb.)6,1 l/100 km (innerorts)4,2 l/100 km (außerorts);Red;Retailer;Skoda ;Fabia;Drive 125;14200;2021;1;110;4;6;4
skoda;Smallcar;Used_cars;5;5;9103;02/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)5,8 l/100 km (innerorts)3,9 l/100 km (außerorts);Blue;Retailer;Skoda ;Fabia;Cool Plus 1.0 TSI , Klima, DAB, USB,NSW, ESP;15990;2021;1;105;4;5;3
skoda;Limousine;Used_cars;5;4;27300;05/2021;70;Automatic;1000.0;Super95;4,8 l/100 km (komb.)5,9 l/100 km (innerorts)4,2 l/100 km (außerorts);Grey;Retailer;Skoda ;Fabia;1.0 TSI Clever Best Of DSG LED Navi Pano;19770;2021;1;131;4;5;4
skoda;Limousine;Used_cars;5;5;1002;10/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)6 l/100 km (innerorts)3,8 l/100 km (außerorts);Blue;Retailer;Skoda ;Scala;Ambition 1.0 TSI Clever, LED, DAB, ALU;19600;2022;1;106;4;6;3
skoda;Kombi;Used_cars;5;5;20800;07/2021;70;Manual;999.0;Super95;4,7 l/100 km (komb.)5,8 l/100 km (innerorts)4 l/100 km (außerorts);Grey;Retailer;Skoda ;Fabia;Combi Active 1.0 TSI SHZ*PDC*TEL*DAB*KLIMA;17480;2021;1;107;4;5;4
skoda;Kombi;Used_cars;5;5;20000;03/2021;81;Manual;999.0;Super95_91_PF;4,6 l/100 km (komb.)6 l/100 km (innerorts)3,8 l/100 km (außerorts);Black;Retailer;Skoda ;Fabia;Combi 1.0TSI Style+LED+Rückfahrkamera+Keyless;19790;2021;1;105;4;6;3
skoda;Smallcar;One_day_registered_cars;5;5;6;06/2021;70;Manual;999.0;Super95_91;4,6 l/100 km (komb.)5,8 l/100 km (innerorts)3,9 l/100 km (außerorts);Black;Retailer;Skoda ;Fabia;1.0 TSI LED AAC SHZ Kamera;18490;2021;1;105;4;5;3
skoda;Kombi;Used_cars;5;5;11050;02/2021;70;Manual;999.0;Super95_91_PF;4,7 l/100 km (komb.)6 l/100 km (innerorts)3,9 l/100 km (außerorts);White;Retailer;Skoda ;Scala;"TSI ""Navi/SHZ/SmartLink/Virtual Cockpit""";18880;2021;1;106;4;6;3
skoda;Smallcar;Annual_cars;5;5;13455;06/2021;70;Automatic;999.0;Super95_PF;4,7 l/100 km (komb.)5,7 l/100 km (innerorts)4,1 l/100 km (außerorts);Grey;Retailer;Skoda ;Fabia;1.0 TSI DSG PAN KAMERA GRA SHZ Ambition;18950;2021;1;108;4;5;4
skoda;Limousine;Used_cars;5;5;7;11/2021;70;Manual;999.0;Super95_91;4,6 l/100 km (komb.)6 l/100 km (innerorts)3,7 l/100 km (außerorts);Blue;Retailer;Skoda ;Fabia;IV 1,0 TSI Ambition Neues Mod. DAB Link LED;18470;2021;2;104;4;6;3
skoda;Kombi;Used_cars;5;4;5000;05/2021;70;Manual;999.0;Super95;4,5 l/100 km (komb.)5,7 l/100 km (innerorts)3,8 l/100 km (außerorts);White;Retailer;Skoda ;Fabia;Combi 1.0 TSI Monte Carlo SHZ PDC 5J GAR;19665;2021;1;102;4;5;3
skoda;Smallcar;Annual_cars;5;5;6374;10/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)3,7 l/100 km (innerorts)6 l/100 km (außerorts);White;Retailer;Skoda ;Fabia;IV 1.0 TSI Ambition SOFORT LIEFERBAR ALU;19990;2021;1;104;4;3;6
skoda;Smallcar;Used_cars;5;4;15424;01/2021;70;Manual;999.0;Super95;5,8 l/100 km (innerorts)3,9 l/100 km (außerorts);Grey;Retailer;Skoda ;Fabia;"TSI Style 17""!LED!R-Ka!SH!M-LK!DAB!BT!4JGA";16990;2021;1;105;5;3;0
skoda;Smallcar;Used_cars;5;4;13850;06/2021;70;Manual;999.0;Super95_E10_91;4,6 l/100 km (komb.)5,8 l/100 km (innerorts)3,9 l/100 km (außerorts);White;Retailer;Skoda ;Fabia;Ambition, Klima, Kamera, Leichtmetallf.;15950;2021;2;105;4;5;3
skoda;Smallcar;Used_cars;5;4;50;11/2021;70;Manual;999.0;Super95_E10;4,6 l/100 km (komb.)6 l/100 km (innerorts)3,7 l/100 km (außerorts);Grey;Retailer;Skoda ;Fabia;"Ambition""Neues Modell""Klima,Alu,PDC,DAB+""";18980;2021;1;104;4;6;3
skoda;Limousine;Annual_cars;5;5;2000;07/2021;81;Manual;999.0;Super95_PF;4,7 l/100 km (komb.)5,9 l/100 km (innerorts)3,9 l/100 km (außerorts);Grey;Retailer;Skoda ;Scala;Ambition 1,0 TSI 110PS;19980;2021;1;120;4;5;3
skoda;Limousine;Annual_cars;5;5;14788;06/2021;70;Manual;1000.0;Super95;4,7 l/100 km (komb.)5,8 l/100 km (innerorts)4 l/100 km (außerorts);Grey;Retailer;Skoda ;Fabia;1.0 TSI Best of Clever Panoramadach Navi;17860;2021;1;123;4;5;4
skoda;Smallcar;One_day_registered_cars;5;5;1050;12/2021;70;Manual;1000.0;Super95;4,6 l/100 km (komb.)3,7 l/100 km (innerorts)6 l/100 km (außerorts);White;Retailer;Skoda ;Fabia;Ambition (Garantie12/26,GRA,SHZ,PDC,LED) 1.0;19900;2021;1;104;4;3;6
skoda;Limousine;Used_cars;5;5;6441;04/2021;70;Manual;999.0;Super95_91;4,6 l/100 km (komb.)5,5 l/100 km (innerorts)4,1 l/100 km (außerorts);Black;Retailer;Skoda ;Fabia;AZM Style Edt.: NAVIGATIONSFUNKTION*+ PremPak+ ...;16490;2021;1;106;4;5;4
skoda;Limousine;Used_cars;5;4;890;03/2021;44;Manual;999.0;Super95_E10_91;4,9 l/100 km (komb.)6,1 l/100 km (innerorts)4,2 l/100 km (außerorts);Red;Retailer;Skoda ;Fabia;"Active; Garantie bis 02.2026/100Tkm";14800;2021;1;110;4;6;4
skoda;Limousine;Used_cars;5;5;6914;06/2021;70;Automatic;999.0;Super95_PF;4,7 l/100 km (komb.)5,7 l/100 km (innerorts)4,1 l/100 km (außerorts);White;Retailer;Skoda ;Fabia;1.0 TSI Best of Clever DSG Navi PDC Pano;19909;2021;1;108;4;5;4
skoda;Kombi;Annual_cars;5;4;15370;07/2021;70;Manual;999.0;Super95_91;4,6 l/100 km (komb.)5,8 l/100 km (innerorts)3,9 l/100 km (außerorts);Grey;Retailer;Skoda ;Fabia;1.0 TSI Clever BestOf/Navi/Pdach/Alu/ACC/;18885;2021;1;105;4;5;3
skoda;Limousine;Annual_cars;5;5;20;09/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)6 l/100 km (innerorts)3,7 l/100 km (außerorts);Orange;Retailer;Skoda ;Fabia;Ambition 1.0 TSI 249,- 5000,- Anz. AHK LED KLIMA P;19890;2021;1;104;4;6;3
skoda;Kombi;Used_cars;5;5;5000;12/2021;70;Manual;999.0;Super95_91_PF;4,7 l/100 km (komb.)6 l/100 km (innerorts)3,9 l/100 km (außerorts);White;Retailer;Skoda ;Scala;1.0 TSI Cool Plus #FSE #SmartLink;17890;2021;1;106;4;6;3
skoda;Limousine;Annual_cars;5;5;20;12/2021;70;Manual;999.0;Super95_E10;4,6 l/100 km (komb.)6 l/100 km (innerorts)3,7 l/100 km (außerorts);White;Retailer;Skoda ;Fabia;1.0 TSI Style LED Klima Smartlink SHZ PDC virtual;19900;2021;1;104;4;6;3
skoda;Smallcar;Used_cars;5;5;7203;07/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)5,8 l/100 km (innerorts)3,9 l/100 km (außerorts);Blue;Retailer;Skoda ;Fabia;Clever Best of 1.0 TSI EU6d LED Navi ACC Panorama;17490;2021;1;105;4;5;3
skoda;Kombi;Annual_cars;5;4;9147;07/2021;70;Automatic;999.0;Super95_91;4,9 l/100 km (komb.)6 l/100 km (innerorts)4,2 l/100 km (außerorts);White;Retailer;Skoda ;Fabia;Combi Style DSG LED RFK Gar. bis 07/2026;18490;2021;1;111;4;6;4
skoda;Limousine;Used_cars;5;4;3200;03/2021;70;Automatic;999.0;Super95_91;4,7 l/100 km (komb.)5,7 l/100 km (innerorts)4,1 l/100 km (außerorts);Black;Retailer;Skoda ;Fabia;Ambition Automatik mit Navigation / 121;15190;2021;1;108;4;5;4
skoda;Limousine;Used_cars;5;5;900;12/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)6 l/100 km (innerorts)3,7 l/100 km (außerorts);Grey;Retailer;Skoda ;Fabia;Ambition (PJ3) NEUES MODELL;18400;2021;1;104;4;6;3
skoda;Limousine;Annual_cars;5;5;1550;07/2021;70;Manual;999.0;Super95;4,7 l/100 km (komb.)5,7 l/100 km (innerorts)4,1 l/100 km (außerorts);Silver;Retailer;Skoda ;Fabia;Clever PDC,Sitzheizung,Alufelgen;16900;2021;1;108;4;5;4
skoda;Smallcar;Used_cars;5;5;1277;04/2021;44;Manual;999.0;Super95_91;4,9 l/100 km (komb.)6,1 l/100 km (innerorts)4,2 l/100 km (außerorts);Grey;Retailer;Skoda ;Fabia;Ambition 1.0 Einparkhilfe Klimaanlage Tempomat ...;13950;2021;1;110;4;6;4
skoda;Smallcar;One_day_registered_cars;5;5;100;10/2021;70;Manual;999.0;Super95_E10;4 l/100 km (komb.)5 l/100 km (innerorts)4 l/100 km (außerorts);Black;Retailer;Skoda ;Fabia;1.0 TSI ''Style Plus'' Rückfahrkam.;18850;2021;1;105;4;5;4
skoda;Limousine;Annual_cars;5;4;9999;06/2021;70;Manual;1000.0;Super95_E10;4,7 l/100 km (komb.)5,8 l/100 km (innerorts)4 l/100 km (außerorts);Grey;Retailer;Skoda ;Fabia;Clever 1.0 TSI LED Pano Amundsen PDC Sitzh ACC Rea;17440;2021;1;107;4;5;4
skoda;Limousine;Annual_cars;5;4;5576;01/2021;70;Manual;999.0;Super95_91;4,6 l/100 km (komb.)5,4 l/100 km (innerorts)4 l/100 km (außerorts);Silver;Retailer;Skoda ;Fabia;Limo Ambition Plus * DAB * AHK * PDC *uvm;15950;2021;1;106;4;5;4
skoda;Limousine;Used_cars;5;5;2100;04/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)5,8 l/100 km (innerorts)3,9 l/100 km (außerorts);White;Retailer;Skoda ;Fabia;Ambition (NJ3)*Klima*ZV*Rückfahrkamera*LED*TOP;16950;2021;1;105;4;5;3
skoda;Limousine;Demonstration_cars;5;5;2000;09/2021;70;Manual;999.0;Super95;4,7 l/100 km (komb.)6 l/100 km (innerorts)3,9 l/100 km (außerorts);Grey;Retailer;Skoda ;Scala;1.0 TSI Cool Plus;18700;2021;1;106;4;6;3
skoda;Smallcar;Used_cars;5;5;1384;12/2021;59;Manual;999.0;Super95_91;4,5 l/100 km (komb.)5,6 l/100 km (innerorts)3,9 l/100 km (außerorts);Silver;Retailer;Skoda ;Fabia;*Neues Modell*Active*AppConnect*;19499;2021;1;104;4;5;3
skoda;Limousine;Annual_cars;5;4;25;04/2021;70;Manual;999.0;Super95_PF;4,7 l/100 km (komb.)5,8 l/100 km (innerorts)4 l/100 km (außerorts);Silver;Retailer;Skoda ;Fabia;CLEVER 1.0TSI Bluetooth Navi LED - TGZ;17450;2021;1;107;4;5;4
skoda;Limousine;Demonstration_cars;5;5;6500;09/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)6 l/100 km (innerorts)3,7 l/100 km (außerorts);Blue;Retailer;Skoda ;Fabia;Ambition 1.0 TSI +NAVI+LED;19900;2021;1;117;4;6;3
skoda;Smallcar;Used_cars;5;4;1100;02/2021;70;Manual;999.0;Super95_91;4,6 l/100 km (komb.)5,8 l/100 km (innerorts)3,9 l/100 km (außerorts);Black;Retailer;Skoda ;Fabia;Ambition;15900;2021;1;105;4;5;3
skoda;SUV;Demonstration_cars;5;5;4500;12/2021;81;Manual;999.0;Super95;4,7 l/100 km (komb.)5,9 l/100 km (innerorts)4 l/100 km (außerorts);White;Retailer;Skoda ;Kamiq;1.0 TSI Active FrontAssist Klima Einparkhi;19979;2021;1;124;4;5;4
skoda;Limousine;Used_cars;5;4;4700;03/2021;70;Manual;999.0;Super95_E10_91;4,6 l/100 km (komb.)5,8 l/100 km (innerorts)3,9 l/100 km (außerorts);White;Retailer;Skoda ;Fabia;1.0 TSI Monte Carlo CarPlay Kamera LED PDC;15999;2021;1;105;4;5;3
skoda;Limousine;One_day_registered_cars;5;5;10;10/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)6 l/100 km (innerorts)3,7 l/100 km (außerorts);White;Retailer;Skoda ;Fabia;IV Style - DAB - Smartlink - beheiztes Lenkrad !!!;19990;2021;1;104;4;6;3
skoda;Kombi;Annual_cars;5;5;17915;03/2021;81;Manual;999.0;Super95_PF;4,7 l/100 km (komb.)5,7 l/100 km (innerorts)4 l/100 km (außerorts);Blue;Retailer;Skoda ;Fabia;Combi 1.0 TSI Ambition PANO NAVI LED KAMERA;19950;2021;1;106;4;5;4
skoda;Smallcar;Demonstration_cars;5;5;2999;03/2021;70;Manual;999.0;Super95;6,9 l/100 km (komb.)6,2 l/100 km (innerorts)4,2 l/100 km (außerorts);Black;Retailer;Skoda ;Fabia;III Cool Plus 1,0 TSI KLIMA AHK PDC;16770;2021;1;110;6;6;4
skoda;Limousine;Used_cars;5;4;65;10/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)6 l/100 km (innerorts)3,7 l/100 km (außerorts);Orange;Retailer;Skoda ;Fabia;IV 1,0 TSI Ambition Neues Mod. AHK DAB;19770;2021;1;104;4;6;3
skoda;Kombi;Annual_cars;5;4;6489;02/2021;70;Manual;999.0;Super95_91;4,6 l/100 km (komb.)5,4 l/100 km (innerorts)4 l/100 km (außerorts);Blue;Retailer;Skoda ;Fabia;Kombi Style Plus* LED * DAB * Kamera * PDC;17650;2021;1;106;4;5;4
skoda;Smallcar;Annual_cars;5;4;15700;01/2021;70;Manual;999.0;Super95_E10_91;5,8 l/100 km (innerorts)3,9 l/100 km (außerorts);Grey;Retailer;Skoda ;Fabia;1.0l TSI 70kW AMBITION Plus SHZ PDC;14890;2021;1;105;5;3;0
skoda;Smallcar;Used_cars;5;5;9761;03/2021;70;Manual;999.0;Super95;5 l/100 km (komb.)6 l/100 km (innerorts)4 l/100 km (außerorts);Black;Retailer;Skoda ;Fabia;1.0 TSI MONTE CARLO *ACC*SHZ*EPH*CAM*TEL*;19294;2021;1;115;5;6;4
skoda;Limousine;Used_cars;5;4;1560;03/2021;44;Manual;999.0;Super95_E10_91;4,9 l/100 km (komb.)6,1 l/100 km (innerorts)4,2 l/100 km (außerorts);Blue;Retailer;Skoda ;Fabia;"Active; Garantie bis 02.2026/100Tkm";14500;2021;1;110;4;6;4
skoda;Limousine;Used_cars;5;5;14706;03/2021;44;Manual;999.0;Super95_91;4,9 l/100 km (komb.)6,1 l/100 km (innerorts)4,2 l/100 km (außerorts);Black;Retailer;Skoda ;Fabia;1.0 Active // Klima/Bluetooth/DAB;16450;2021;1;110;4;6;4
skoda;Limousine;Used_cars;5;5;17538;05/2021;81;Manual;999.0;Super95;4,7 l/100 km (komb.)5,9 l/100 km (innerorts)3,9 l/100 km (außerorts);Grey;Retailer;Skoda ;Scala;1.0 TSI Style;19980;2021;1;111;4;5;3
skoda;Limousine;Demonstration_cars;5;5;2999;09/2021;70;Manual;999.0;Super95;4,7 l/100 km (komb.)6 l/100 km (innerorts)3,9 l/100 km (außerorts);Grey;Retailer;Skoda ;Scala;1.0 TSI Cool Plus OPF *PDC*;18888;2021;1;111;4;6;3
audi;Smallcar;Used_cars;5;5;6750;04/2021;70;Manual;999.0;Super95;4,7 l/100 km (komb.)5,8 l/100 km (innerorts)4,1 l/100 km (außerorts);Black;Retailer;Audi ;A1;Sportback 25 TFSI 1.0 EU6d LED Keyless LED-hinten;17800;2021;1;108;4;5;4
mercedes-benz;Limousine;Used_cars;5;4;85000;09/2021;135;Automatic;1796.0;Super95_91;7,8 l/100 km (komb.)10,7 l/100 km (innerorts)6 l/100 km (außerorts);Silver;Retailer;Mercedes-Benz ;C 200;C -Klasse Lim. C 200 CGI BlueEfficiency;13450;2021;3;185;7;10;6
volkswagen;Limousine;Used_cars;5;5;14500;04/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)5,5 l/100 km (innerorts)4 l/100 km (außerorts);Grey;Retailer;Volkswagen ;Polo;Comfortline VI (AW1);18400;2021;2;104;4;5;4
volkswagen;Smallcar;Used_cars;5;5;26000;03/2021;81;Manual;999.0;Super95;4,7 l/100 km (komb.)5,8 l/100 km (innerorts)4,1 l/100 km (außerorts);Black;Retailer;Volkswagen ;Polo;1.0 TSI Highline 5J-Gar Navi Climatronic AID PD...;19890;2021;1;111;4;5;4
volkswagen;Smallcar;Used_cars;5;5;15300;03/2021;81;Manual;999.0;Super95;4,9 l/100 km (komb.)6,1 l/100 km (innerorts)4,2 l/100 km (außerorts);Grey;Retailer;Volkswagen ;Polo;Highline 1.0 DAB PDC Navi Klima Sitzhzg. ZV;19380;2021;1;112;4;6;4
volkswagen;Smallcar;Annual_cars;5;4;30500;06/2021;81;Manual;999.0;Super95;4,9 l/100 km (komb.)6,1 l/100 km (innerorts)4,2 l/100 km (außerorts);Black;Retailer;Volkswagen ;Polo;1.0 TSI United Navi PDC Sitzheizung KLIMA ALU;18869;2021;1;112;4;6;4
volkswagen;Limousine;Used_cars;5;5;18554;07/2021;70;Manual;999.0;Super95_E10;4,6 l/100 km (komb.)5,5 l/100 km (innerorts)4 l/100 km (außerorts);Grey;Retailer;Volkswagen ;Polo;1.0 TSI United Navi APP DAB PDC SHZ MFL LM;18270;2021;1;104;4;5;4
volkswagen;Smallcar;Used_cars;5;5;19375;02/2021;70;Manual;999.0;Super95_PF;4,6 l/100 km (komb.)5,7 l/100 km (innerorts)4 l/100 km (außerorts);Orange;Retailer;Volkswagen ;Polo;1.0 TSI United Alu Navi Sitzh. App-Connect Fr;19980;2021;1;109;4;5;4
volkswagen;Limousine;Annual_cars;5;4;8500;03/2021;70;Manual;999.0;Super95_PF;4,6 l/100 km (komb.)5,5 l/100 km (innerorts)4 l/100 km (außerorts);Grey;Retailer;Volkswagen ;Polo;United 1.0 TSI / Navi, ACC, Bluetooth, DAB;19980;2021;1;104;4;5;4
volkswagen;Smallcar;Used_cars;5;5;28992;02/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)5,7 l/100 km (innerorts)4 l/100 km (außerorts);Black;Retailer;Volkswagen ;Polo;1.0 TSI BMT UNITED Navi Garantie Bluetooth;17922;2021;1;105;4;5;4
volkswagen;Smallcar;Used_cars;5;5;29650;02/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)5,7 l/100 km (innerorts)4 l/100 km (außerorts);Black;Retailer;Volkswagen ;Polo;1.0 TSI UNITED NAV+ALU+APP+SITZHZ+DAB+KLIMA;17979;2021;1;128;4;5;4
volkswagen;Smallcar;Used_cars;5;5;14800;04/2021;81;Manual;999.0;Super95;4,9 l/100 km (komb.)6,1 l/100 km (innerorts)4,2 l/100 km (außerorts);Black;Retailer;Volkswagen ;Polo;1.0 TSI Highline Navi+Digital-Cockpit+Sitzheizung;19444;2021;1;112;4;6;4
volkswagen;Smallcar;Used_cars;5;5;15699;03/2021;81;Manual;999.0;Super95_E10_PF;4,7 l/100 km (komb.)5,8 l/100 km (innerorts)4,1 l/100 km (außerorts);Grey;Retailer;Volkswagen ;Polo;1.0 TSI Highline Navi/SHZ/Active Info;19490;2021;1;111;4;5;4
volkswagen;Smallcar;Used_cars;5;5;27000;03/2021;81;Manual;999.0;Super95;4,7 l/100 km (komb.)5,8 l/100 km (innerorts)4,1 l/100 km (außerorts);Grey;Retailer;Volkswagen ;Polo;1.0 TSI Highline 5J-Gar Navi Climatronic AID PD...;19490;2021;1;111;4;5;4
volkswagen;Smallcar;Demonstration_cars;5;5;1250;10/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)5,7 l/100 km (innerorts)4 l/100 km (außerorts);White;Retailer;Volkswagen ;Polo;1.0 TSI OPF Comfortline Bluetooth Klima;17990;2021;1;105;4;5;4
volkswagen;SUV;Annual_cars;5;5;7400;07/2021;70;Manual;999.0;Super95;4,8 l/100 km (komb.)5,7 l/100 km (innerorts)4,3 l/100 km (außerorts);Grey;Retailer;Volkswagen ;T-Cross;1.0 TSI Active Einparkhilfen KlimaA;19930;2021;1;114;4;5;4
volkswagen;SUV;Annual_cars;5;5;23200;08/2021;70;Manual;999.0;Super95;4,8 l/100 km (komb.)5,7 l/100 km (innerorts)4,3 l/100 km (außerorts);Grey;Retailer;Volkswagen ;T-Cross;1.0 TSI Active Einparkhilfen LM KlimaA;19930;2021;1;137;4;5;4
volkswagen;Smallcar;Demonstration_cars;5;4;9900;04/2021;85;Manual;999.0;Super95_E10;4,7 l/100 km (komb.)5,7 l/100 km (innerorts)4,1 l/100 km (außerorts);Grey;Retailer;Volkswagen ;Polo;1.0 TSI 85kW Highline LED Avtive Info App-C;19995;2021;1;107;4;5;4
volkswagen;Smallcar;One_day_registered_cars;5;5;11;12/2021;70;Manual;999.0;Super95_91;4,6 l/100 km (komb.)5,5 l/100 km (innerorts)4 l/100 km (außerorts);White;Retailer;Volkswagen ;Polo;1.0 TSI Klima SHZ AppConnect Alu;19990;2021;1;104;4;5;4
volkswagen;Smallcar;Annual_cars;5;5;7620;03/2021;81;Manual;999.0;Super95;4,7 l/100 km (komb.)5,8 l/100 km (innerorts)4,1 l/100 km (außerorts);Silver;Retailer;Volkswagen ;Polo;VI Highline 1.0 TSI Navi Kurvenlicht PDCv+h LED-hi;19379;2020;1;108;4;5;4
volkswagen;Smallcar;Used_cars;5;5;20;12/2021;70;Manual;999.0;Super95_E10_91;4,6 l/100 km (komb.)5,5 l/100 km (innerorts)4 l/100 km (außerorts);White;Retailer;Volkswagen ;Polo;1.0 TSI  Comfortline Klima Winterp.LED DAB;18400;2021;1;104;4;5;4
volkswagen;Smallcar;Annual_cars;5;4;15058;06/2021;70;Manual;999.0;Super95_91;4,6 l/100 km (komb.)5,5 l/100 km (innerorts)4 l/100 km (außerorts);White;Retailer;Volkswagen ;Polo;VI Comfortline * Sitzheiz. * DAB * NAVI *;17650;2021;1;104;4;5;4
volkswagen;Limousine;Used_cars;5;5;18103;07/2021;70;Manual;999.0;Super95_E10;4,6 l/100 km (komb.)5,5 l/100 km (innerorts)4 l/100 km (außerorts);Black;Retailer;Volkswagen ;Polo;1.0 TSI United Navi APP DAB PDC SHZ MFL LM;18270;2021;1;104;4;5;4
volkswagen;Smallcar;Used_cars;5;4;9;06/2021;70;Manual;999.0;Super95_E10;4,6 l/100 km (komb.)5,5 l/100 km (innerorts)4 l/100 km (außerorts);White;Retailer;Volkswagen ;Polo;1.0 TSI Comfortline+PDC+APP+SITZHEIZUNG+++;18490;2021;1;104;4;5;4
volkswagen;Smallcar;Used_cars;4;5;7710;04/2021;85;Manual;999.0;Super95;4,9 l/100 km (komb.)6,1 l/100 km (innerorts)4,2 l/100 km (außerorts);Black;Retailer;Volkswagen ;up!;1.0 TSI  GTI Soundsystem Beats;18990;2021;1;112;4;6;4
volkswagen;Smallcar;Annual_cars;5;5;20970;03/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)5,5 l/100 km (innerorts)4 l/100 km (außerorts);Red;Retailer;Volkswagen ;Polo;1.0 TSI Life / ACC / Kamera / Sitzheizung;17890;2021;1;104;4;5;4
volkswagen;Smallcar;Used_cars;5;4;7147;02/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)5,5 l/100 km (innerorts)4 l/100 km (außerorts);Silver;Retailer;Volkswagen ;Polo;1.0 TSI Highline Navi PDC DAB+;18220;2021;1;109;4;5;4
volkswagen;Smallcar;Annual_cars;5;4;17190;03/2021;70;Manual;999.0;Super95;4,7 l/100 km (komb.)5,7 l/100 km (innerorts)4,1 l/100 km (außerorts);Grey;Retailer;Volkswagen ;Polo;Highline TSI +LED+ACC+MEDIA+LICHT UND SICHT;18445;2021;1;124;4;5;4
volkswagen;Smallcar;One_day_registered_cars;5;5;10;07/2021;59;Manual;999.0;Super95_91;4,5 l/100 km (komb.)5,5 l/100 km (innerorts)4 l/100 km (außerorts);Grey;Retailer;Volkswagen ;Polo;EDITION RFK ParkPilot SHZ KLIMAAUTOMATIK TEMPOM...;19850;2021;1;104;4;5;4
volkswagen;Limousine;Annual_cars;5;4;17900;08/2021;70;Manual;999.0;Super95_PF;4,7 l/100 km (komb.)5,7 l/100 km (innerorts)4,1 l/100 km (außerorts);Grey;Retailer;Volkswagen ;Polo;1.0 TSI Active LED APP-CONNECT ACC PDC SHZ;19950;2021;1;107;4;5;4
volkswagen;Smallcar;Used_cars;5;4;26480;03/2021;70;Manual;999.0;Super95;4,6 l/100 km (komb.)5,5 l/100 km (innerorts)4 l/100 km (außerorts);White;Retailer;Volkswagen ;Polo;Comfortline TSI*ACC*App*Kamera*;19480;2021;1;104;4;5;4
volkswagen;SUV;Annual_cars;5;5;12400;07/2021;70;Manual;999.0;Super95;4,8 l/100 km (komb.)5,7 l/100 km (innerorts)4,3 l/100 km (außerorts);Red;Retailer;Volkswagen ;T-Cross;1.0 TSI Active Einparkhilfen KlimaA;19930;2021;1;137;4;5;4
volkswagen;Limousine;Annual_cars;5;4;8710;06/2021;70;Manual;999.0;Super95_PF;4,6 l/100 km (komb.)5,5 l/100 km (innerorts)4 l/100 km (außerorts);White;Retailer;Volkswagen ;Polo;1.0 TSI Highline Style LED APP-CONNECT NAVI ACC 4-;19950;2021;1;104;4;5;4
volkswagen;Limousine;Annual_cars;5;4;12900;04/2021;81;Manual;999.0;Super95_PF;4,9 l/100 km (komb.)6,1 l/100 km (innerorts)4,2 l/100 km (außerorts);Silver;Retailer;Volkswagen ;Polo;1.0 TSI United NAVI DAB+ DIG.-COCKPIT;19950;2021;1;112;4;6;4
volkswagen;SUV;Annual_cars;5;5;26300;07/2021;70;Manual;999.0;Super95;4,8 l/100 km (komb.)5,7 l/100 km (innerorts)4,3 l/100 km (außerorts);White;Retailer;Volkswagen ;T-Cross;1.0 TSI  Active 5 Jahre Garantie Klimaauto;19930;2021;1;137;4;5;4
volkswagen;Smallcar;Used_cars;4;5;11539;08/2021;85;Manual;999.0;Super95;4,9 l/100 km (komb.)6,1 l/100 km (innerorts)4,2 l/100 km (außerorts);Red;Retailer;Volkswagen ;up!;GTI 1.0 TSI Rückfahrkam. LED-Tagfahrlicht Multif.L;16870;2021;1;125;4;6;4
